tmk_key,cpr,parid,boc_tmk,unit,boc_unit,condominium_name,street_address
239004082,0209,390040820209,2-3-9-004-082-0209,M 109,M109,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 109
239004082,0210,390040820210,2-3-9-004-082-0210,M 110,M110,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 110
239004082,0211,390040820211,2-3-9-004-082-0211,M 201,M201,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 201
239004082,0212,390040820212,2-3-9-004-082-0212,M 202,M202,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 202
239004082,0213,390040820213,2-3-9-004-082-0213,M 203,M203,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 203
239004082,0214,390040820214,2-3-9-004-082-0214,M 204,M204,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 204
239004082,0215,390040820215,2-3-9-004-082-0215,M 205,M205,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 205
239004082,0216,390040820216,2-3-9-004-082-0216,M 206,M206,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 206
239004082,0217,390040820217,2-3-9-004-082-0217,M 207,M207,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 207
239004082,0218,390040820218,2-3-9-004-082-0218,M 208,M208,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 208
239004082,0219,390040820219,2-3-9-004-082-0219,M 209,M209,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 209
239004082,0220,390040820220,2-3-9-004-082-0220,M 210,M210,MAUI KAMAOLE,2777 S KIHEI RD UNIT M 210
239004082,0221,390040820221,2-3-9-004-082-0221,F 101,F101,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 101
239004082,0222,390040820222,2-3-9-004-082-0222,F 102,F102,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 102
239004082,0223,390040820223,2-3-9-004-082-0223,F 103,F103,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 103
239004082,0224,390040820224,2-3-9-004-082-0224,F 104,F104,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 104
239004082,0225,390040820225,2-3-9-004-082-0225,F 105,F105,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 105
239004082,0226,390040820226,2-3-9-004-082-0226,F 106,F106,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 106
239004082,0227,390040820227,2-3-9-004-082-0227,F 107,F107,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 107
239004082,0228,390040820228,2-3-9-004-082-0228,F 108,F108,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 108
239004082,0229,390040820229,2-3-9-004-082-0229,F 109,F109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT F 109
239004082,0230,390040820230,2-3-9-004-082-0230,F 110,F110,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 110
239004082,0231,390040820231,2-3-9-004-082-0231,F 201,F201,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 201
239004082,0232,390040820232,2-3-9-004-082-0232,F 202,F202,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 202
239004082,0233,390040820233,2-3-9-004-082-0233,F 203,F203,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 203
239004082,0234,390040820234,2-3-9-004-082-0234,F 204,F204,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 204
239004082,0235,390040820235,2-3-9-004-082-0235,F 205,F205,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 205
239004082,0236,390040820236,2-3-9-004-082-0236,F 206,F206,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 206
239004082,0237,390040820237,2-3-9-004-082-0237,F 207,F207,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 207
239004082,0238,390040820238,2-3-9-004-082-0238,F 208,F208,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 208
239004082,0239,390040820239,2-3-9-004-082-0239,F 209,F209,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 209
239004082,0240,390040820240,2-3-9-004-082-0240,F 210,F210,MAUI KAMAOLE,2777 S KIHEI RD UNIT F 210
239004143,0001,390041430001,2-3-9-004-143-0001,A101,A101,MAUI KAMAOLE,2777 S KIHEI RD UNIT A101
239004143,0002,390041430002,2-3-9-004-143-0002,A102,A102,MAUI KAMAOLE,2777 S KIHEI RD UNIT A102
239004143,0003,390041430003,2-3-9-004-143-0003,A103,A103,MAUI KAMAOLE,2777 S KIHEI RD UNIT A103
239004143,0004,390041430004,2-3-9-004-143-0004,A104,A104,MAUI KAMAOLE,2777 S KIHEI RD UNIT A104
239004143,0005,390041430005,2-3-9-004-143-0005,A105,A105,MAUI KAMAOLE,2777 S KIHEI RD UNIT A105
239004143,0006,390041430006,2-3-9-004-143-0006,A106,A106,MAUI KAMAOLE,2777 S KIHEI RD UNIT A106
239004143,0007,390041430007,2-3-9-004-143-0007,A107,A107,MAUI KAMAOLE,2777 S KIHEI RD UNIT A107
239004143,0008,390041430008,2-3-9-004-143-0008,A108,A108,MAUI KAMAOLE,2777 S KIHEI RD UNIT A108
239004143,0009,390041430009,2-3-9-004-143-0009,A109,A109,MAUI KAMAOLE,2777 S KIHEI RD UNIT A109
239004143,0010,390041430010,2-3-9-004-143-0010,A110,A110,MAUI KAMAOLE,2777 S KIHEI RD UNIT A110
239004143,0011,390041430011,2-3-9-004-143-0011,A111,A111,MAUI KAMAOLE,2777 S KIHEI RD UNIT A111
239004143,0012,390041430012,2-3-9-004-143-0012,A112,A112,MAUI KAMAOLE,2777 S KIHEI RD UNIT A112
239004143,0013,390041430013,2-3-9-004-143-0013,A114,A114,MAUI KAMAOLE,2777 S KIHEI RD UNIT A114
239004143,0014,390041430014,2-3-9-004-143-0014,A115,A115,MAUI KAMAOLE,2777 S KIHEI RD UNIT A115
239004143,0015,390041430015,2-3-9-004-143-0015,A201,A201,MAUI KAMAOLE,2777 S KIHEI RD UNIT A201
239004143,0016,390041430016,2-3-9-004-143-0016,A202,A202,MAUI KAMAOLE,2777 S KIHEI RD UNIT A202
239004143,0017,390041430017,2-3-9-004-143-0017,A203,A203,MAUI KAMAOLE,2777 S KIHEI RD UNIT A203
239004143,0018,390041430018,2-3-9-004-143-0018,A204,A204,MAUI KAMAOLE,2777 S KIHEI RD UNIT A204
239004143,0019,390041430019,2-3-9-004-143-0019,A205,A205,MAUI KAMAOLE,2777 S KIHEI RD UNIT A205
239004143,0020,390041430020,2-3-9-004-143-0020,A206,A206,MAUI KAMAOLE,2777 S KIHEI RD UNIT A206
239004143,0021,390041430021,2-3-9-004-143-0021,A207,A207,MAUI KAMAOLE,2777 S KIHEI RD UNIT A207
239004143,0022,390041430022,2-3-9-004-143-0022,A208,A208,MAUI KAMAOLE,2777 S KIHEI RD UNIT A208
239004143,0023,390041430023,2-3-9-004-143-0023,A209,A209,MAUI KAMAOLE,2777 S KIHEI RD UNIT A209
239004143,0024,390041430024,2-3-9-004-143-0024,A210,A210,MAUI KAMAOLE,2777 S KIHEI RD UNIT A210
239004143,0025,390041430025,2-3-9-004-143-0025,A211,A211,MAUI KAMAOLE,2777 S KIHEI RD UNIT A211
239004143,0026,390041430026,2-3-9-004-143-0026,A212,A212,MAUI KAMAOLE,2777 S KIHEI RD UNIT A212
239004143,0027,390041430027,2-3-9-004-143-0027,A214,A214,MAUI KAMAOLE,2777 S KIHEI RD UNIT A214
239004143,0028,390041430028,2-3-9-004-143-0028,A215,A215,MAUI KAMAOLE,2777 S KIHEI RD UNIT A215
239004144,0001,390041440001,2-3-9-004-144-0001,B101,B101,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B101
239004144,0002,390041440002,2-3-9-004-144-0002,B102,B102,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B102
239004144,0003,390041440003,2-3-9-004-144-0003,B103,B103,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B103
239004144,0004,390041440004,2-3-9-004-144-0004,B104,B104,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B104
239004144,0005,390041440005,2-3-9-004-144-0005,B105,B105,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B105
239004144,0006,390041440006,2-3-9-004-144-0006,B106,B106,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B106
239004144,0007,390041440007,2-3-9-004-144-0007,B107,B107,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B107
239004144,0008,390041440008,2-3-9-004-144-0008,B108,B108,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B108
239004144,0009,390041440009,2-3-9-004-144-0009,B109,B109,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B109
239004144,0010,390041440010,2-3-9-004-144-0010,B110,B110,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B110
239004144,0011,390041440011,2-3-9-004-144-0011,B111,B111,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B111
239004144,0012,390041440012,2-3-9-004-144-0012,B112,B112,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B112
239004144,0013,390041440013,2-3-9-004-144-0013,B114,B114,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B114
239004144,0014,390041440014,2-3-9-004-144-0014,B115,B115,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B115
239004144,0015,390041440015,2-3-9-004-144-0015,B201,B201,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B201
239004144,0016,390041440016,2-3-9-004-144-0016,B202,B202,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B202
239004144,0017,390041440017,2-3-9-004-144-0017,B203,B203,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B203
239004144,0018,390041440018,2-3-9-004-144-0018,B204,B204,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B204
239004144,0019,390041440019,2-3-9-004-144-0019,B205,B205,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B205
239004144,0020,390041440020,2-3-9-004-144-0020,B206,B206,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B206
239004144,0021,390041440021,2-3-9-004-144-0021,B207,B207,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B207
239004144,0022,390041440022,2-3-9-004-144-0022,B208,B208,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B208
239004144,0023,390041440023,2-3-9-004-144-0023,B209,B209,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B209
239004144,0024,390041440024,2-3-9-004-144-0024,B210,B210,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B210
239004144,0025,390041440025,2-3-9-004-144-0025,B211,B211,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B211
239004144,0026,390041440026,2-3-9-004-144-0026,B212,B212,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B212
239004144,0027,390041440027,2-3-9-004-144-0027,B214,B214,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B214
239004144,0028,390041440028,2-3-9-004-144-0028,B215,B215,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT B215
239004144,0029,390041440029,2-3-9-004-144-0029,C101,C101,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C101
239004144,0030,390041440030,2-3-9-004-144-0030,C102,C102,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C102
239004144,0031,390041440031,2-3-9-004-144-0031,C103,C103,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C103
239004144,0032,390041440032,2-3-9-004-144-0032,C104,C104,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C104
239004144,0033,390041440033,2-3-9-004-144-0033,C105,C105,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C105
239004144,0034,390041440034,2-3-9-004-144-0034,C106,C106,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C106
239004144,0035,390041440035,2-3-9-004-144-0035,C107,C107,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C107
239004144,0036,390041440036,2-3-9-004-144-0036,C108,C108,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C108
239004144,0037,390041440037,2-3-9-004-144-0037,C109,C109,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C109
239004144,0038,390041440038,2-3-9-004-144-0038,C110,C110,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C110
239004144,0039,390041440039,2-3-9-004-144-0039,C201,C201,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C201
239004144,0040,390041440040,2-3-9-004-144-0040,C202,C202,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C202
239004144,0041,390041440041,2-3-9-004-144-0041,C203,C203,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C203
239004144,0042,390041440042,2-3-9-004-144-0042,C204,C204,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C204
239004144,0043,390041440043,2-3-9-004-144-0043,C205,C205,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C205
239004144,0044,390041440044,2-3-9-004-144-0044,C206,C206,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C206
239004144,0045,390041440045,2-3-9-004-144-0045,C207,C207,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C207
239004144,0046,390041440046,2-3-9-004-144-0046,C208,C208,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C208
239004144,0047,390041440047,2-3-9-004-144-0047,C209,C209,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C209
239004144,0048,390041440048,2-3-9-004-144-0048,C210,C210,MAUI KAMAOLE PHASE II,2777 S KIHEI RD UNIT C210
