tmk_key,cpr,parid,boc_tmk,unit,boc_unit,condominium_name,street_address,document_number,instrument_code,recording_date,grantor,grantee,description,scraped_at
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,99130477,,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,99134148,,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,99183576,,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2001159973,R,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2002038072,,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2002042333,R,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2002088421,M,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2003242065,R,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2003268065,M,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2004047457,,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2004047458,R,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2004102003,MFS,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2005227542,R,,,,,2026-07-15T19:41:40
239004082,0025,390040820025,2-3-9-004-082-0025,G 211,G211,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 211,2005264088,MFS,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,57580934,M,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,58260641,MFS,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,65340085,M,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,65340086,R,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,77380169,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,77470815,M,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,90194707,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,91032727,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2001072722,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2001072723,R,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2002016968,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2002048724,M,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2002222820,R,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2003047380,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2004075614,R,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2004104975,M,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2004228877,,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2007140624,R,,,,,2026-07-15T19:41:40
239004082,0026,390040820026,2-3-9-004-082-0026,G 212,G212,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 212,2009061341,,,,,,2026-07-15T19:41:40
239004082,0027,390040820027,2-3-9-004-082-0027,G 214,G214,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 214,90196379,,,,,,2026-07-15T19:41:40
239004082,0027,390040820027,2-3-9-004-082-0027,G 214,G214,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 214,91032725,,,,,,2026-07-15T19:41:40
239004082,0027,390040820027,2-3-9-004-082-0027,G 214,G214,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 214,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0027,390040820027,2-3-9-004-082-0027,G 214,G214,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 214,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0027,390040820027,2-3-9-004-082-0027,G 214,G214,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 214,2010191846,,,,,,2026-07-15T19:41:40
239004082,0027,390040820027,2-3-9-004-082-0027,G 214,G214,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 214,9560000342,,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,91046811,,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,91046812,,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,91098989,,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,96145298,,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,2000055725,,,,,,2026-07-15T19:41:40
239004082,0028,390040820028,2-3-9-004-082-0028,G 215,G215,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 215,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,47381523,M,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,72610701,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,91031183,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,94204726,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,94204727,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,95044780,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,96153904,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,98106545,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2001118582,R,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2001152477,,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2002200447,R,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2002200448,R,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2002216237,R,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2003001297,M,,,,,2026-07-15T19:41:40
239004082,0029,390040820029,2-3-9-004-082-0029,H 101,H101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 101,2009068204,R,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,62850192,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,63330672,M,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,92193651,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,92193652,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,94090639,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,98053731,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,98113207,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,99114599,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,99114600,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,2004122798,,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,2004122799,R,,,,,2026-07-15T19:41:40
239004082,0030,390040820030,2-3-9-004-082-0030,H 102,H102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 102,2004193204,,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,91028391,,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,91034945,,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,92049953,,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,95086742,,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,99059933,M,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,2000146385,M,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,2000146386,M,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,2002088036,M,,,,,2026-07-15T19:41:40
239004082,0031,390040820031,2-3-9-004-082-0031,H 103,H103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 103,2002149480,M,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,80970246,M,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,80970247,R,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,82140769,,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,91032769,,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,91051781,,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,91118453,,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,2004154985,,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,9564000360,,,,,,2026-07-15T19:41:40
239004082,0032,390040820032,2-3-9-004-082-0032,H 104,H104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 104,9595000223,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,44820762,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,44820763,R,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,44840281,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,74750422,R,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,74820519,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,77870752,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,78790544,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,91038708,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,91051779,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,91092696,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2006077506,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2006077507,,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2010052136,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2010052137,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2011062797,M,,,,,2026-07-15T19:41:40
239004082,0033,390040820033,2-3-9-004-082-0033,H 105,H105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 105,2011129648,M,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,48110557,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,48531571,M,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,61490704,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,61490705,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,62191038,M,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,65850531,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,91038167,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,91038168,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,91051785,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,92113983,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,94205279,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2000010086,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2000010087,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2000011456,M,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2000023708,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2001090782,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2001133982,M,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2003205389,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2003264362,M,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2005213407,R,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,2008150747,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,9585000565,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,9585000566,,,,,,2026-07-15T19:41:40
239004082,0034,390040820034,2-3-9-004-082-0034,H 106,H106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 106,9603000079,M,,,,,2026-07-15T19:41:40
239004082,0035,390040820035,2-3-9-004-082-0035,H 107,H107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 107,48690221,M,,,,,2026-07-15T19:41:40
239004082,0035,390040820035,2-3-9-004-082-0035,H 107,H107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 107,48960557,M,,,,,2026-07-15T19:41:40
239004082,0035,390040820035,2-3-9-004-082-0035,H 107,H107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 107,70520792,,,,,,2026-07-15T19:41:40
239004082,0035,390040820035,2-3-9-004-082-0035,H 107,H107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 107,91037620,R,,,,,2026-07-15T19:41:40
239004082,0035,390040820035,2-3-9-004-082-0035,H 107,H107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 107,91037621,,,,,,2026-07-15T19:41:40
239004082,0035,390040820035,2-3-9-004-082-0035,H 107,H107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT H 107,91037622,,,,,,2026-07-15T19:41:40
